GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0071941	nitrogen cycle metabolic process	2.31588460851566e-05	9.02517838078853e-05	12.85 (5/677; 12/20876)	AT1G37130 AT1G77760 AT1G66200 AT3G53180 AT5G53460
GO:0042430	indole-containing compound metabolic process	2.37221517792033e-05	9.20379712718972e-05	3.36 (16/677; 147/20876)	AT1G59870 AT1G32640 AT3G59060 AT1G49500 AT5G42650 AT2G44490 AT2G30870 AT3G50740 AT5G04590 AT2G05520 AT1G08930 AT4G33050 AT3G51660 AT3G53180 AT5G44070 AT5G49760
GO:0006598	polyamine catabolic process	2.42462264791076e-05	9.36568822494627e-05	6.49 (8/677; 38/20876)	AT1G68440 AT1G07890 AT4G34050 AT5G13710 AT1G66200 AT1G51680 AT4G38620 AT5G24030
GO:0009259	ribonucleotide metabolic process	2.64217716096618e-05	0.000101612815100869	2.18 (33/677; 467/20876)	AT2G41430 AT4G35850 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT3G27380 AT5G02500 AT5G04590 AT5G10450 AT5G13710 AT2G45960 AT1G12080 AT2G21660 AT1G65930 AT1G78380 AT1G76490 AT1G01620 AT1G66200 AT4G11820 AT4G24190 AT4G25630 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0009595	detection of biotic stimulus	3.18093646775464e-05	0.000121798210877482	3.85 (13/677; 104/20876)	AT1G59870 AT3G11820 AT5G42650 AT2G44490 AT1G66880 AT4G26090 AT5G14740 AT1G02450 AT3G09010 AT3G01480 AT1G22070 AT4G33050 AT5G44070
GO:0009638	phototropism	3.66287471802378e-05	0.000139405636224793	11.86 (5/677; 13/20876)	AT3G45780 AT2G18790 AT2G30520 AT1G09570 AT1G04400
GO:0010155	regulation of proton transport	3.67257705516576e-05	0.000139405636224793	4.41 (11/677; 77/20876)	AT3G16850 AT3G45780 AT2G18790 AT4G23050 AT3G54890 AT2G24790 AT3G08940 AT3G27690 AT3G19850 AT4G08920 AT5G54770
GO:0010310	regulation of hydrogen peroxide metabolic process	3.71985727303527e-05	0.000140591701834772	2.98 (18/677; 186/20876)	AT2G43010 AT1G59870 AT3G11820 AT5G42650 AT2G44490 AT1G66880 AT4G26090 AT5G14740 AT5G08330 AT1G78600 AT1G02450 AT3G01480 AT3G05800 AT1G22070 AT4G11330 AT4G33050 AT5G44070 AT5G24930
GO:0009734	auxin-activated signaling pathway	3.75209003592969e-05	0.00014120131013912	4.82 (10/677; 64/20876)	AT2G43010 AT3G48360 AT3G59060 AT3G62980 AT2G34650 AT5G65670 AT2G42580 AT1G70940 AT5G17300 AT5G54510
GO:2000030	regulation of response to red or far red light	3.88152763959993e-05	0.000145448156715553	7.2 (7/677; 30/20876)	AT5G11260 AT1G18400 AT5G08130 AT2G46340 AT2G24790 AT1G78600 AT1G53090
GO:0048638	regulation of developmental growth	3.91459199140194e-05	0.000146062939701582	2.56 (23/677; 277/20876)	AT2G47940 AT3G24550 AT3G19590 AT1G04400 AT4G38430 AT5G54380 AT2G34710 AT2G05790 AT1G60800 AT1G30570 AT1G70940 AT1G35670 AT3G13510 AT4G03210 AT4G08920 AT4G22010 AT4G24190 AT3G61130 AT5G03680 AT5G09760 AT5G13840 AT5G58960 AT2G41630
GO:0009644	response to high light intensity	4.48283671251837e-05	0.000166556778837101	2.75 (20/677; 224/20876)	AT2G41430 AT2G17840 AT1G07890 AT1G17420 AT4G24240 AT3G45780 AT5G05410 AT1G27730 AT3G54890 AT2G02810 AT2G24790 AT2G47180 AT3G08940 AT3G16050 AT3G22840 AT3G27690 AT3G18780 AT4G24190 AT5G02490 AT4G17490
GO:0006090	pyruvate metabolic process	4.57993045967314e-05	0.000169446239080956	2.21 (30/677; 418/20876)	AT2G41430 AT3G26520 AT4G18710 AT3G59060 AT2G44920 AT2G47940 AT1G07890 AT3G11670 AT5G42650 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT3G01480 AT1G66200 AT4G24190 AT4G34870 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0002252	immune effector process	4.6274474352215e-05	0.000170437458920633	2.53 (23/677; 280/20876)	AT1G23710 AT2G40140 AT1G66160 AT4G33430 AT3G55980 AT1G33060 AT1G76600 AT3G11820 AT3G49530 AT2G23320 AT2G46500 AT1G27730 AT4G31550 AT3G46620 AT3G52450 AT5G65670 AT4G01250 AT4G31800 AT4G33050 AT3G46600 AT3G50260 AT3G53180 AT4G17490
GO:0010119	regulation of stomatal movement	4.64866092608366e-05	0.000170437458920633	5.24 (9/677; 53/20876)	AT3G11820 AT3G45780 AT2G18960 AT2G25930 AT2G21660 AT1G69850 AT3G11410 AT4G33050 AT4G35790
GO:0006569	tryptophan catabolic process	4.68447253539963e-05	0.000170437458920633	4.29 (11/677; 79/20876)	AT1G49500 AT5G42650 AT2G44490 AT2G30870 AT3G50740 AT2G05520 AT1G08930 AT4G33050 AT3G51660 AT3G53180 AT5G49760
GO:0046218	indolalkylamine catabolic process	4.68447253539963e-05	0.000170437458920633	4.29 (11/677; 79/20876)	AT1G49500 AT5G42650 AT2G44490 AT2G30870 AT3G50740 AT2G05520 AT1G08930 AT4G33050 AT3G51660 AT3G53180 AT5G49760
GO:0051193	regulation of cofactor metabolic process	5.06569006721861e-05	0.000183545881948373	2.82 (19/677; 208/20876)	AT2G43010 AT1G59870 AT3G11820 AT5G42650 AT2G44490 AT1G66880 AT4G26090 AT5G14740 AT5G08330 AT1G78600 AT1G02450 AT3G01480 AT3G05800 AT3G22840 AT1G22070 AT4G11330 AT4G33050 AT5G44070 AT5G24930
GO:0009684	indoleacetic acid biosynthetic process	5.24355671490783e-05	0.000189208695842245	3.68 (13/677; 109/20876)	AT3G59060 AT1G49500 AT5G42650 AT2G44490 AT2G30870 AT3G50740 AT5G04590 AT2G05520 AT1G08930 AT4G33050 AT3G51660 AT3G53180 AT5G49760
GO:0006595	polyamine metabolic process	5.41971195846293e-05	0.000194763591949941	5.14 (9/677; 54/20876)	AT1G68440 AT1G07890 AT4G34050 AT5G13710 AT5G53120 AT1G66200 AT1G51680 AT4G38620 AT5G24030
GO:0009744	response to sucrose	5.76881660273378e-05	0.000205772528404267	2.79 (19/677; 210/20876)	AT3G15450 AT3G15630 AT3G45780 AT3G47340 AT2G23460 AT1G03090 AT1G20840 AT3G54890 AT3G61060 AT5G20250 AT2G24790 AT2G31390 AT1G23870 AT3G08940 AT3G22840 AT3G27690 AT3G13510 AT1G66200 AT3G49790
GO:0009683	indoleacetic acid metabolic process	5.77299398416294e-05	0.000205772528404267	3.64 (13/677; 110/20876)	AT3G59060 AT1G49500 AT5G42650 AT2G44490 AT2G30870 AT3G50740 AT5G04590 AT2G05520 AT1G08930 AT4G33050 AT3G51660 AT3G53180 AT5G49760
GO:0098771	inorganic ion homeostasis	6.32762145723915e-05	0.000224010747132699	2.61 (21/677; 248/20876)	AT2G46800 AT1G27770 AT2G18790 AT1G04400 AT3G18290 AT5G01600 AT5G04340 AT1G23020 AT1G70610 AT1G01620 AT3G02040 AT3G17790 AT1G58290 AT4G08920 AT4G32190 AT4G39080 AT3G53420 AT5G22890 AT5G40890 AT5G26820 AT4G16370
GO:0006568	tryptophan metabolic process	6.36131359354622e-05	0.000224010747132699	3.85 (12/677; 96/20876)	AT1G32640 AT1G49500 AT5G42650 AT2G44490 AT2G30870 AT3G50740 AT2G05520 AT1G08930 AT4G33050 AT3G51660 AT3G53180 AT5G49760
GO:0006586	indolalkylamine metabolic process	6.36131359354622e-05	0.000224010747132699	3.85 (12/677; 96/20876)	AT1G32640 AT1G49500 AT5G42650 AT2G44490 AT2G30870 AT3G50740 AT2G05520 AT1G08930 AT4G33050 AT3G51660 AT3G53180 AT5G49760
GO:0009850	auxin metabolic process	6.50306599016391e-05	0.000228086482939223	3.23 (15/677; 143/20876)	AT2G43010 AT3G59060 AT1G49500 AT5G42650 AT2G44490 AT2G30870 AT3G50740 AT5G04590 AT2G05520 AT1G08930 AT4G33050 AT3G51660 AT3G53180 AT5G17300 AT5G49760
GO:0034285	response to disaccharide	6.55724003865308e-05	0.000229070285267268	2.76 (19/677; 212/20876)	AT3G15450 AT3G15630 AT3G45780 AT3G47340 AT2G23460 AT1G03090 AT1G20840 AT3G54890 AT3G61060 AT5G20250 AT2G24790 AT2G31390 AT1G23870 AT3G08940 AT3G22840 AT3G27690 AT3G13510 AT1G66200 AT3G49790
GO:0009740	gibberellic acid mediated signaling pathway	6.64806031364497e-05	0.000230480294822136	4.14 (11/677; 82/20876)	AT3G63010 AT5G11260 AT1G20650 AT4G30270 AT4G35470 AT1G09530 AT3G05120 AT1G18620 AT3G57040 AT3G61070 AT4G36540
GO:0040008	regulation of growth	6.65017273235299e-05	0.000230480294822136	2.42 (24/677; 306/20876)	AT2G47940 AT3G24550 AT3G19590 AT1G04400 AT4G38430 AT5G54380 AT2G34710 AT2G05790 AT1G60800 AT1G30570 AT1G70940 AT1G35670 AT1G33240 AT3G13510 AT4G03210 AT4G08920 AT4G22010 AT4G24190 AT3G61130 AT5G03680 AT5G09760 AT5G13840 AT5G58960 AT2G41630
GO:0009694	jasmonic acid metabolic process	6.7006040140225e-05	0.000231313847645286	3.08 (16/677; 160/20876)	AT1G32640 AT1G01720 AT1G32920 AT3G59060 AT1G17420 AT5G05140 AT5G42650 AT2G33150 AT2G30870 AT1G27730 AT3G17860 AT3G19970 AT4G39730 AT2G46510 AT1G72450 AT4G18950
GO:0009063	cellular amino acid catabolic process	7.22104107400257e-05	0.00024830246500079	3.06 (16/677; 161/20876)	AT3G59060 AT1G49500 AT3G30775 AT3G47340 AT5G42650 AT2G44490 AT2G30870 AT1G03090 AT1G79440 AT3G50740 AT2G05520 AT1G08930 AT4G33050 AT3G51660 AT3G53180 AT5G49760
GO:0009074	aromatic amino acid family catabolic process	7.44269830090652e-05	0.000253932733346514	4.09 (11/677; 83/20876)	AT1G49500 AT5G42650 AT2G44490 AT2G30870 AT3G50740 AT2G05520 AT1G08930 AT4G33050 AT3G51660 AT3G53180 AT5G49760
GO:0010476	gibberellin mediated signaling pathway	7.44269830090652e-05	0.000253932733346514	4.09 (11/677; 83/20876)	AT3G63010 AT5G11260 AT1G20650 AT4G30270 AT4G35470 AT1G09530 AT3G05120 AT1G18620 AT3G57040 AT3G61070 AT4G36540
GO:0009260	ribonucleotide biosynthetic process	7.85449475517227e-05	0.000265913193702845	2.26 (27/677; 369/20876)	AT2G41430 AT4G35850 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G25630 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0046390	ribose phosphate biosynthetic process	7.85449475517227e-05	0.000265913193702845	2.26 (27/677; 369/20876)	AT2G41430 AT4G35850 AT3G26520 AT4G18710 AT1G07890 AT2G30870 AT1G06040 AT1G62380 AT1G20440 AT5G02500 AT5G04590 AT5G10450 AT2G45960 AT2G21660 AT1G65930 AT1G78380 AT1G66200 AT4G24190 AT4G25630 AT4G34870 AT4G39080 AT4G39090 AT3G52880 AT3G53420 AT5G53460 AT5G56630 AT5G62350
GO:0031668	cellular response to extracellular stimulus	7.90299728288763e-05	0.000266526183669854	2.3 (26/677; 349/20876)	AT1G59870 AT3G62980 AT5G41080 AT3G11670 AT3G47340 AT5G57660 AT2G05940 AT3G05630 AT3G18290 AT4G35090 AT2G15970 AT1G23020 AT1G78380 AT1G71040 AT1G01620 AT3G05740 AT3G27690 AT3G17790 AT4G08850 AT4G08920 AT4G23180 AT4G30660 AT4G39080 AT3G53420 AT5G22890 AT5G40890
GO:0005996	monosaccharide metabolic process	8.26184078512645e-05	0.000277177884095519	2.34 (25/677; 330/20876)	AT3G61580 AT1G06410 AT5G09810 AT1G07890 AT3G14100 AT1G20696 AT2G30870 AT1G23490 AT3G07390 AT3G12560 AT5G02500 AT5G10450 AT1G56600 AT2G01140 AT2G21660 AT2G47180 AT1G65930 AT1G78380 AT3G18780 AT3G12110 AT3G12630 AT4G24190 AT4G34870 AT3G52880 AT5G53460
GO:0071496	cellular response to external stimulus	8.28206186691173e-05	0.000277177884095519	2.29 (26/677; 350/20876)	AT1G59870 AT3G62980 AT5G41080 AT3G11670 AT3G47340 AT5G57660 AT2G05940 AT3G05630 AT3G18290 AT4G35090 AT2G15970 AT1G23020 AT1G78380 AT1G71040 AT1G01620 AT3G05740 AT3G27690 AT3G17790 AT4G08850 AT4G08920 AT4G23180 AT4G30660 AT4G39080 AT3G53420 AT5G22890 AT5G40890
GO:0052541	plant-type cell wall cellulose metabolic process	9.28867400360537e-05	0.000309684428457205	7.71 (6/677; 24/20876)	AT1G30690 AT1G66180 AT3G24550 AT2G35880 AT1G76160 AT5G43060
GO:0009991	response to extracellular stimulus	9.40701326392935e-05	0.000312441867976601	2.23 (27/677; 373/20876)	AT1G59870 AT1G66180 AT3G62980 AT5G41080 AT3G11670 AT3G47340 AT5G57660 AT2G05940 AT3G05630 AT3G18290 AT4G35090 AT2G15970 AT1G23020 AT1G78380 AT1G71040 AT1G01620 AT3G05740 AT3G27690 AT3G17790 AT4G08850 AT4G08920 AT4G23180 AT4G30660 AT4G39080 AT3G53420 AT5G22890 AT5G40890
GO:0098662	inorganic cation transmembrane transport	0.000104004670639763	0.000344134620230081	3.1 (15/677; 149/20876)	AT3G16850 AT3G45780 AT2G18790 AT4G23050 AT3G54890 AT4G17615 AT2G18960 AT2G24790 AT1G35670 AT3G08940 AT3G27690 AT3G19850 AT4G08920 AT4G39080 AT5G54770
GO:0042435	indole-containing compound biosynthetic process	0.000108767695267916	0.000358541710162935	3.25 (14/677; 133/20876)	AT1G32640 AT3G59060 AT1G49500 AT5G42650 AT2G44490 AT2G30870 AT3G50740 AT5G04590 AT2G05520 AT1G08930 AT4G33050 AT3G51660 AT3G53180 AT5G49760
GO:0043269	regulation of ion transport	0.000112172742550335	0.000368381212475572	3.08 (15/677; 150/20876)	AT1G09070 AT3G11820 AT3G16850 AT2G28890 AT3G45780 AT2G18790 AT4G23050 AT3G54890 AT2G24790 AT1G35670 AT3G08940 AT3G27690 AT3G19850 AT4G08920 AT5G54770
GO:0034976	response to endoplasmic reticulum stress	0.000114244989466196	0.000373786630892934	2.25 (26/677; 357/20876)	AT2G40140 AT4G33430 AT4G34150 AT3G63010 AT1G07890 AT3G11820 AT4G24240 AT3G49530 AT3G57530 AT5G42050 AT2G05940 AT2G46500 AT1G64610 AT3G08720 AT5G47120 AT4G17615 AT2G02810 AT1G69270 AT1G72280 AT3G16050 AT3G28340 AT1G22070 AT4G24190 AT4G33050 AT3G58120 AT5G02490
GO:0044550	secondary metabolite biosynthetic process	0.000114978099122673	0.0003747867602003	2.33 (24/677; 317/20876)	AT1G32640 AT3G59060 AT5G42650 AT2G44490 AT2G30870 AT1G61810 AT1G62380 AT4G34050 AT4G39350 AT5G04590 AT5G13710 AT2G30490 AT2G25450 AT2G05520 AT1G78680 AT1G22640 AT1G80820 AT1G76490 AT3G06510 AT1G51680 AT4G36220 AT4G38620 AT5G44070 AT5G48930
GO:0034762	regulation of transmembrane transport	0.000119571461357345	0.000386882995962976	3.4 (13/677; 118/20876)	AT3G16850 AT2G28890 AT3G45780 AT2G18790 AT4G23050 AT3G54890 AT2G24790 AT1G35670 AT3G08940 AT3G27690 AT3G19850 AT4G08920 AT5G54770
GO:0034765	regulation of ion transmembrane transport	0.000119571461357345	0.000386882995962976	3.4 (13/677; 118/20876)	AT3G16850 AT2G28890 AT3G45780 AT2G18790 AT4G23050 AT3G54890 AT2G24790 AT1G35670 AT3G08940 AT3G27690 AT3G19850 AT4G08920 AT5G54770
GO:0098655	cation transmembrane transport	0.000130199223082071	0.000418183739453884	3.04 (15/677; 152/20876)	AT3G16850 AT3G45780 AT2G18790 AT4G23050 AT3G54890 AT4G17615 AT2G18960 AT2G24790 AT1G35670 AT3G08940 AT3G27690 AT3G19850 AT4G08920 AT4G39080 AT5G54770
GO:0098660	inorganic ion transmembrane transport	0.000130199223082071	0.000418183739453884	3.04 (15/677; 152/20876)	AT3G16850 AT3G45780 AT2G18790 AT4G23050 AT3G54890 AT4G17615 AT2G18960 AT2G24790 AT1G35670 AT3G08940 AT3G27690 AT3G19850 AT4G08920 AT4G39080 AT5G54770
GO:0042537	benzene-containing compound metabolic process	0.000130704792534921	0.000418275421366075	2.48 (21/677; 261/20876)	AT1G59870 AT2G36950 AT3G11820 AT5G42650 AT2G44490 AT2G39010 AT2G05940 AT1G64610 AT1G66880 AT4G26090 AT5G14740 AT1G22640 AT1G34420 AT1G02450 AT3G01480 AT3G14990 AT1G22070 AT4G23470 AT4G33050 AT5G02490 AT5G44070
GO:0010075	regulation of meristem growth	0.000147197017978971	0.000469340156847781	2.89 (16/677; 171/20876)	AT2G47940 AT1G04400 AT4G38430 AT2G34710 AT2G05790 AT1G60800 AT1G70940 AT3G13510 AT4G03210 AT4G08920 AT4G22010 AT4G24190 AT3G61130 AT5G03680 AT5G09760 AT5G58960
GO:0048764	trichoblast maturation	0.000152963588949062	0.000484205470623478	2.29 (24/677; 323/20876)	AT1G37130 AT3G26520 AT4G18710 AT5G09810 AT2G34650 AT3G16850 AT3G62720 AT2G46710 AT2G01420 AT1G78620 AT4G00730 AT4G38430 AT4G39400 AT2G34710 AT2G06850 AT1G70940 AT3G18780 AT4G12420 AT4G22010 AT4G23470 AT3G53420 AT3G54920 AT3G57410 AT4G16370
GO:0048765	root hair cell differentiation	0.000152963588949062	0.000484205470623478	2.29 (24/677; 323/20876)	AT1G37130 AT3G26520 AT4G18710 AT5G09810 AT2G34650 AT3G16850 AT3G62720 AT2G46710 AT2G01420 AT1G78620 AT4G00730 AT4G38430 AT4G39400 AT2G34710 AT2G06850 AT1G70940 AT3G18780 AT4G12420 AT4G22010 AT4G23470 AT3G53420 AT3G54920 AT3G57410 AT4G16370
GO:0034754	cellular hormone metabolic process	0.000157525356056552	0.000496852031787609	2.87 (16/677; 172/20876)	AT3G59060 AT1G49500 AT5G42650 AT2G44490 AT2G30870 AT3G50740 AT5G04590 AT2G05520 AT1G08930 AT1G19110 AT4G33050 AT3G51660 AT3G53180 AT5G07300 AT5G19040 AT5G49760
GO:0048469	cell maturation	0.000160277537175023	0.000503720763881509	2.28 (24/677; 324/20876)	AT1G37130 AT3G26520 AT4G18710 AT5G09810 AT2G34650 AT3G16850 AT3G62720 AT2G46710 AT2G01420 AT1G78620 AT4G00730 AT4G38430 AT4G39400 AT2G34710 AT2G06850 AT1G70940 AT3G18780 AT4G12420 AT4G22010 AT4G23470 AT3G53420 AT3G54920 AT3G57410 AT4G16370
GO:0042737	drug catabolic process	0.000161457458516118	0.000505616777984685	3.13 (14/677; 138/20876)	AT2G41430 AT3G26520 AT3G59060 AT1G07890 AT5G42650 AT2G30870 AT1G04400 AT4G35090 AT5G47910 AT2G22430 AT1G66200 AT4G34120 AT3G49220 AT3G52880
GO:0009312	oligosaccharide biosynthetic process	0.000163340598680437	0.000509693645629535	5.03 (8/677; 49/20876)	AT1G06410 AT3G63010 AT5G51460 AT1G68020 AT4G02280 AT5G40390 AT1G23870 AT3G05120
GO:0016054	organic acid catabolic process	0.000165294323277695	0.000512144955515417	2.16 (27/677; 386/20876)	AT3G59060 AT2G46800 AT2G42790 AT1G49500 AT3G30775 AT3G47340 AT5G42650 AT2G33150 AT2G44490 AT2G30870 AT1G03090 AT1G79440 AT3G05630 AT3G13640 AT3G50740 AT5G04040 AT5G14710 AT2G05520 AT1G08930 AT2G36080 AT1G78380 AT3G22440 AT4G33050 AT3G51660 AT3G53180 AT3G61070 AT5G49760
GO:0046395	carboxylic acid catabolic process	0.000165294323277695	0.000512144955515417	2.16 (27/677; 386/20876)	AT3G59060 AT2G46800 AT2G42790 AT1G49500 AT3G30775 AT3G47340 AT5G42650 AT2G33150 AT2G44490 AT2G30870 AT1G03090 AT1G79440 AT3G05630 AT3G13640 AT3G50740 AT5G04040 AT5G14710 AT2G05520 AT1G08930 AT2G36080 AT1G78380 AT3G22440 AT4G33050 AT3G51660 AT3G53180 AT3G61070 AT5G49760
GO:0009697	salicylic acid biosynthetic process	0.000167505639322153	0.00051716900502355	2.66 (18/677; 209/20876)	AT1G59870 AT3G11820 AT5G42650 AT2G44490 AT2G39010 AT2G05940 AT1G64610 AT1G66880 AT4G26090 AT5G14740 AT1G34420 AT1G02450 AT3G01480 AT1G22070 AT4G23470 AT4G33050 AT5G02490 AT5G44070
GO:0090351	seedling development	0.000172213264375751	0.000529838039612191	2.5 (20/677; 247/20876)	AT3G54810 AT1G60190 AT3G63010 AT5G09810 AT5G37260 AT3G06500 AT5G66880 AT2G18790 AT1G62380 AT1G20450 AT4G01026 AT4G39400 AT5G02500 AT2G34710 AT2G22840 AT2G41310 AT1G19050 AT3G05120 AT3G22840 AT3G47620
GO:0009699	phenylpropanoid biosynthetic process	0.00017429965930621	0.000534382098645832	3.11 (14/677; 139/20876)	AT2G30870 AT1G61810 AT1G62380 AT4G34050 AT5G13710 AT2G30490 AT1G78680 AT1G22640 AT1G80820 AT1G76490 AT1G51680 AT4G36220 AT4G38620 AT5G48930
GO:0035304	regulation of protein dephosphorylation	0.000188013897973916	0.000574419868007599	3.08 (14/677; 140/20876)	AT2G43010 AT1G21600 AT3G11820 AT1G03600 AT1G15820 AT5G08330 AT1G78600 AT1G02450 AT3G01480 AT3G08940 AT3G05800 AT1G22070 AT4G11330 AT5G24930
GO:0035303	regulation of dephosphorylation	0.000202648580928116	0.000616981973366668	3.06 (14/677; 141/20876)	AT2G43010 AT1G21600 AT3G11820 AT1G03600 AT1G15820 AT5G08330 AT1G78600 AT1G02450 AT3G01480 AT3G08940 AT3G05800 AT1G22070 AT4G11330 AT5G24930
GO:1901606	alpha-amino acid catabolic process	0.00022986667661374	0.000697428306753762	2.89 (15/677; 160/20876)	AT3G59060 AT1G49500 AT3G30775 AT5G42650 AT2G44490 AT2G30870 AT1G03090 AT1G79440 AT3G50740 AT2G05520 AT1G08930 AT4G33050 AT3G51660 AT3G53180 AT5G49760
GO:0010015	root morphogenesis	0.000231438285793963	0.000699775288807154	2.02 (30/677; 458/20876)	AT1G37130 AT3G26520 AT4G18710 AT3G62980 AT5G09810 AT2G34650 AT3G16850 AT3G62720 AT2G23460 AT2G46710 AT2G01420 AT1G78620 AT3G07390 AT4G00730 AT4G38430 AT4G39400 AT2G34710 AT2G06850 AT2G05790 AT1G70940 AT3G18780 AT4G12420 AT4G22010 AT4G23470 AT3G53180 AT3G53420 AT3G54920 AT3G57410 AT5G25460 AT4G16370
GO:0035266	meristem growth	0.00024918718219003	0.000750851592563918	2.76 (16/677; 179/20876)	AT2G47940 AT1G04400 AT4G38430 AT2G34710 AT2G05790 AT1G60800 AT1G70940 AT3G13510 AT4G03210 AT4G08920 AT4G22010 AT4G24190 AT3G61130 AT5G03680 AT5G09760 AT5G58960
GO:0009624	response to nematode	0.000256256813079453	0.000769509463933612	3.85 (10/677; 80/20876)	AT1G27770 AT2G39010 AT1G59740 AT1G20840 AT5G04770 AT5G27350 AT2G22840 AT1G69850 AT3G11900 AT5G64840
GO:0009825	multidimensional cell growth	0.000258445199083811	0.000773432192695579	3.33 (12/677; 111/20876)	AT3G26520 AT4G18710 AT2G01420 AT4G38430 AT4G39400 AT2G06850 AT1G70940 AT3G18780 AT4G12420 AT4G22010 AT3G54920 AT4G16370
GO:0009845	seed germination	0.000266869413539665	0.000795926321083212	2.48 (19/677; 236/20876)	AT3G54810 AT1G60190 AT3G63010 AT5G09810 AT5G37260 AT3G06500 AT5G66880 AT2G18790 AT1G62380 AT1G20450 AT4G01026 AT5G02500 AT2G34710 AT2G22840 AT2G41310 AT1G19050 AT3G05120 AT3G22840 AT3G47620
GO:0042126	nitrate metabolic process	0.00030155014519142	0.000893283324838025	11.21 (4/677; 11/20876)	AT1G37130 AT1G77760 AT1G66200 AT5G53460
GO:0042128	nitrate assimilation	0.00030155014519142	0.000893283324838025	11.21 (4/677; 11/20876)	AT1G37130 AT1G77760 AT1G66200 AT5G53460
GO:0052546	cell wall pectin metabolic process	0.000314571376874856	0.000928718613988146	5.26 (7/677; 41/20876)	AT1G30690 AT1G66180 AT3G24550 AT2G35880 AT1G76160 AT3G61130 AT5G43060
GO:0046189	phenol-containing compound biosynthetic process	0.000333167401790056	0.000980319483190098	2.51 (18/677; 221/20876)	AT1G59870 AT3G11820 AT5G42650 AT2G44490 AT2G39010 AT2G05940 AT1G64610 AT1G66880 AT4G26090 AT5G14740 AT1G34420 AT1G02450 AT3G01480 AT1G22070 AT4G23470 AT4G33050 AT5G02490 AT5G44070
GO:0009696	salicylic acid metabolic process	0.000351876990449921	0.00103190823110292	2.5 (18/677; 222/20876)	AT1G59870 AT3G11820 AT5G42650 AT2G44490 AT2G39010 AT2G05940 AT1G64610 AT1G66880 AT4G26090 AT5G14740 AT1G34420 AT1G02450 AT3G01480 AT1G22070 AT4G23470 AT4G33050 AT5G02490 AT5G44070
GO:0048509	regulation of meristem development	0.000392047460085083	0.00114230072383502	2.48 (18/677; 224/20876)	AT2G47940 AT3G06500 AT1G04400 AT4G38430 AT2G34710 AT2G05790 AT1G60800 AT1G70940 AT3G13510 AT4G03210 AT4G08920 AT4G22010 AT4G24190 AT3G61130 AT5G03680 AT5G09760 AT5G43270 AT5G58960
GO:0019344	cysteine biosynthetic process	0.000392125920745048	0.00114230072383502	2.56 (17/677; 205/20876)	AT3G26520 AT3G59060 AT1G76990 AT3G47470 AT5G13760 AT2G30520 AT1G62380 AT1G15820 AT4G34050 AT5G04590 AT1G44446 AT2G05520 AT1G61520 AT3G08940 AT3G53420 AT5G14120 AT1G51070
GO:0042398	cellular modified amino acid biosynthetic process	0.000421619907778811	0.00122167122734771	4.41 (8/677; 56/20876)	AT1G68440 AT1G07890 AT4G34050 AT5G13710 AT1G66200 AT1G51680 AT4G38620 AT5G24030
GO:0042440	pigment metabolic process	0.000422158538765952	0.00122167122734771	2.14 (24/677; 346/20876)	AT3G59060 AT2G44920 AT3G11670 AT4G31390 AT5G11260 AT1G09940 AT1G06570 AT5G01520 AT5G67030 AT1G44446 AT2G41310 AT1G09530 AT2G38800 AT1G54100 AT1G78600 AT1G70610 AT1G19050 AT3G01480 AT3G22840 AT1G58290 AT4G04330 AT4G08920 AT5G43150 AT5G52570
GO:0006534	cysteine metabolic process	0.000438664773772988	0.00126111391390129	2.53 (17/677; 207/20876)	AT3G26520 AT3G59060 AT1G76990 AT3G47470 AT5G13760 AT2G30520 AT1G62380 AT1G15820 AT4G34050 AT5G04590 AT1G44446 AT2G05520 AT1G61520 AT3G08940 AT3G53420 AT5G14120 AT1G51070
GO:0016311	dephosphorylation	0.000438664773772988	0.00126111391390129	2.53 (17/677; 207/20876)	AT2G43010 AT1G21600 AT3G11820 AT1G03600 AT1G15820 AT5G08330 AT2G01890 AT1G78600 AT1G02450 AT3G01480 AT3G08940 AT3G05800 AT1G22070 AT4G11330 AT5G46410 AT5G24930 AT3G51830
GO:0055065	metal ion homeostasis	0.000459739389304099	0.00131738187578367	2.45 (18/677; 227/20876)	AT2G46800 AT1G27770 AT2G18790 AT1G04400 AT3G18290 AT5G01600 AT1G23020 AT1G70610 AT1G01620 AT1G58290 AT4G08920 AT4G32190 AT4G39080 AT3G53420 AT5G22890 AT5G40890 AT5G26820 AT4G16370
